1;10,70;0
2;11,25;10,70
3;12,34;11,25
4;13,47;12,34
5;14,28;13,47
6;15,39;14,28
7;16,44;15,39
8;17,01;16,44
9;18,99;17,01
10;19,24;18,99
11;35,46;19,24
12;54,27;35,46
13;55,30;54,27
14;56,70;55,30
15;57,80;56,70
16;58,90;57,80
17;59,90;58,90
18;60,00;59,90
